gender,age,salary,numberOfMonths,city,numberOfActiveDependants,numberOfJobsChanged,avgDuration,status
M,58,15206.25,473,Tabuk,3,5,94.6,1
M,72,1500,60,Khobar,0,9,6.66666666666667,1
M,64,3455,305,Bareq,3,8,38.125,1
M,62,16775,167,Yanba a,2,2,83.5,1
M,47,45000,300,Jeddeh,3,7,42.8571428571429,1
M,64,5000,126,Jeddeh,0,9,14,1
F,65,5000,296,Jeddeh,0,16,18.5,1
M,80,5770,59,Dammam,0,1,59,1
F,63,3000,66,Kharj,0,3,22,1
M,79,1000,65,Tabuk,0,6,10.8333333333333,1
M,55,21285.46,313,Yanba a Alsyenayeah,3,4,78.25,1
M,71,5070,195,Tabuk,5,3,65,1
M,66,8770.2,136,Dammam,3,6,22.6666666666667,1
M,62,3000,180,Jeddeh,0,3,60,1
M,88,4360,248,Abha,3,1,248,1
M,58,1500,214,Riyadh,0,12,17.8333333333333,1
M,49,21165,325,Riyadh,3,2,162.5,1
M,63,2333,149,Riyadh,0,7,21.2857142857143,1
M,49,37500,300,Riyadh,3,7,42.8571428571429,1
M,63,7000,196,Riyadh,0,6,32.6666666666667,1
M,54,27935,303,Jeddeh,3,5,60.6,1
M,48,12400,304,Makkah,3,5,60.8,1
M,61,3300,135,Makkah,0,2,67.5,1
M,77,9671.67,328,Alahsa,3,5,65.6,1
M,72,15378.67,311,Alahsa,0,3,103.666666666667,1
M,67,12302.5,335,Dammam,3,5,67,1
M,62,3000,92,Makkah,0,2,46,1
M,53,10319.43,337,Jeddeh,0,2,168.5,1
M,71,2652,77,Tabuk,0,8,9.625,1
M,65,3000,120,Riyadh,0,5,24,1
M,61,8580,438,Taif,17,2,219,1
M,65,15114.17,384,Dammam,3,4,96,1
M,60,10848.75,318,Riyadh,2,5,63.6,1
M,39,6070,142,Riyadh,0,3,47.3333333333333,1
M,62,6085,428,Dammam,1,5,85.6,1
M,75,3770,69,Baljorashi,2,1,69,1
M,48,9901,300,Riyadh,3,3,100,1
M,60,7845,429,Jeddeh,3,2,214.5,1
M,74,14023.33,385,Tabuk,1,9,42.7777777777778,1
M,64,5000,234,Makkah,0,7,33.4285714285714,1
M,80,6295,412,Alahsa,2,4,103,1
M,61,3000,66,Arar,0,3,22,1
M,59,21250,300,Makkah,3,9,33.3333333333333,1
M,76,10523.33,255,Alahsa,3,2,127.5,1
F,55,37215,312,Riyadh,0,2,156,1
M,58,3000,312,Abha,3,6,52,1
M,62,65884.5,419,Dammam,3,5,83.8,1
M,88,13055,195,Dammam,1,1,195,1
M,70,3160,110,Riyadh,0,3,36.6666666666667,1
M,74,23750,367,Riyadh,3,5,73.4,1
M,61,2430,76,Makkah,0,1,76,1
M,64,18962.5,460,Jeddeh,2,3,153.333333333333,1
M,52,4125,185,Alahsa,0,1,185,1
M,52,18831.25,349,Alahsa,3,4,87.25,1
M,60,21000,113,Jeddeh,3,1,113,1
M,47,6136.67,305,Madinah Almonwarah,3,4,76.25,1
M,64,8004.15,407,Makkah,1,10,40.7,1
M,62,15000,318,Riyadh,3,10,31.8,1
M,63,1290,114,Dammam,0,6,19,1
M,55,30800,314,Jeddeh,3,2,157,1
M,52,17627.5,357,Alahsa,3,4,89.25,1
M,64,3000,211,Jeddeh,0,3,70.3333333333333,1
M,55,14175,329,Riyadh,3,4,82.25,1
M,63,28667,388,Riyadh,3,10,38.8,1
F,57,33687.5,161,Jeddeh,0,5,32.2,1
M,68,3000,335,Dammam,3,5,67,1
M,61,19325.83,328,Riyadh,2,4,82,1
M,86,21120,253,Dammam,3,1,253,1
M,57,28121,446,Aljoubail,4,3,148.666666666667,1
M,71,3000,94,Riyadh,0,5,18.8,1
M,67,8580,408,Tabuk,4,4,102,1
M,62,2593,159,Makkah,0,3,53,1
M,61,3993,153,Madinah Almonwarah,0,3,51,1
M,49,15473.76,324,Makkah,3,6,54,1
F,67,8818,202,Riyadh,0,2,101,1
M,58,10065.69,341,Riyadh,3,11,31,1
M,87,33232,176,Riyadh,1,2,88,1
M,82,23917,310,Dammam,2,2,155,1
M,66,16672.5,401,RasTanorh,3,7,57.2857142857143,1
M,68,14300,237,Jeddeh,3,4,59.25,1
M,67,17800,258,Jeddeh,3,5,51.6,1
M,61,43768.35,357,Riyadh,3,14,25.5,1
M,62,3000,170,Riyadh,0,3,56.6666666666667,1
M,64,1875,141,Makkah,0,2,70.5,1
M,56,13125,365,Riyadh,3,4,91.25,1
M,63,9859.2,303,Dammam,2,11,27.5454545454545,1
M,47,3750,88,Jeddeh,0,17,5.17647058823529,1
M,56,18640,309,Makkah,3,4,77.25,1
M,53,22675,340,Dammam,1,4,85,1
M,66,43620,384,Dammam,2,9,42.6666666666667,1
M,66,36312.5,471,Dammam,3,2,235.5,1
M,52,14129,308,Tabuk,4,3,102.666666666667,1
M,67,13690,366,Tabuk,2,4,91.5,1
M,57,12935,404,Tabuk,3,5,80.8,1
M,77,24196.67,309,Dammam,1,5,61.8,1
F,62,3300,195,Riyadh,0,1,195,1
F,63,3000,195,Riyadh,0,1,195,1
M,50,19600,300,Riyadh,4,4,75,1
M,67,15814.17,353,Alahsa,2,2,176.5,1
M,62,2310,65,Arar,0,1,65,1
M,74,2500,170,Alahsa,2,6,28.3333333333333,1
M,38,4600,36,Alahsa,0,9,4,1
M,62,36300,493,Dhahran,3,7,70.4285714285714,1
M,71,1500,70,Dammam,0,2,35,1
M,62,14764,283,Riyadh,3,5,56.6,1
M,64,3000,61,Khamais Moshait,0,3,20.3333333333333,1
M,49,11468,300,Hafer Albaten,3,6,50,1
M,62,3000,173,Jeddeh,0,5,34.6,1
M,63,3000,108,Riyadh,0,5,21.6,1
M,72,3000,367,Tabuk,3,5,73.4,1
M,66,1500,112,Makkah,0,3,37.3333333333333,1
M,57,15302.5,462,Riyadh,3,6,77,1
M,62,7778.75,394,Tabuk,1,5,78.8,1
M,66,4830.1,463,Jeddeh,3,6,77.1666666666667,1
M,51,25947.5,312,Riyadh,1,4,78,1
M,54,38287.5,410,Jeddeh,5,7,58.5714285714286,1
M,60,1300,439,Dhahran,3,8,54.875,1
M,50,10300,300,Makkah,3,12,25,1
M,62,9500,326,Jeddeh,4,11,29.6363636363636,1
M,61,8295,238,Alahsa,5,9,26.4444444444444,1
M,52,16000,129,Alahsa,0,4,32.25,1
M,56,6295,354,Tabuk,3,3,118,1
M,43,16000,113,Alahsa,0,6,18.8333333333333,1
M,65,14659.17,335,Riyadh,3,9,37.2222222222222,1
M,61,26012.5,421,Safwa,3,2,210.5,1
M,50,18900,311,Jeddeh,5,4,77.75,1
M,61,2000,73,Makkah,0,3,24.3333333333333,1
M,82,26890,319,Riyadh,2,1,319,1
M,55,5000,214,Jeddeh,0,2,107,1
M,58,37500,410,Dammam,3,7,58.5714285714286,1
M,57,8760,421,Jeddeh,5,6,70.1666666666667,1
M,65,3846,362,Taif,2,11,32.9090909090909,1
M,62,3209.9,165,Kharj,0,2,82.5,1
M,64,19212.5,439,Dhahran,3,2,219.5,1
M,65,7150,386,Makkah,2,3,128.666666666667,1
M,68,21345,311,Tarot,2,3,103.666666666667,1
M,52,21915,325,Dammam,3,4,81.25,1
F,55,6085,160,Jeddeh,0,2,80,1
M,61,7000,282,Jeddeh,2,8,35.25,1
M,54,45000,314,Riyadh,3,7,44.8571428571429,1
M,85,11115,242,Alahsa,3,1,242,1
M,66,12415,482,Dammam,2,14,34.4285714285714,1
M,62,26841.25,501,Riyadh,3,7,71.5714285714286,1
M,53,13125,319,Riyadh,2,4,79.75,1
M,65,22948.33,357,Arar,5,3,119,1
M,60,26012.5,459,Sayhat,3,2,229.5,1
M,61,6052,152,Khobar,2,3,50.6666666666667,1
M,89,44000,239,Dhahran,3,1,239,1
M,80,45000,431,Dhahran,2,3,143.666666666667,1
M,80,45000,345,Dhahran,1,3,115,1
M,59,3930,339,Jeddeh,4,4,84.75,1
M,84,45000,364,Dhahran,3,6,60.6666666666667,1
M,82,7628.83,282,Tabuk,1,5,56.4,1
M,66,3600,101,Jeddeh,0,1,101,1
M,79,45000,354,Dhahran,1,3,118,1
M,62,3000,464,Dammam,2,10,46.4,1
M,80,3000,131,Haradh,0,11,11.9090909090909,1
M,61,13999,426,Jeddeh,3,6,71,1
M,68,5950,319,Tabuk,1,8,39.875,1
M,66,24937.5,379,Dammam,3,2,189.5,1
M,84,90850,296,Dhahran,1,2,148,1
M,59,22675,445,Jeddeh,3,3,148.333333333333,1
M,80,1650,139,Alahsa,1,5,27.8,1
M,68,45000,312,Riyadh,1,6,52,1
M,64,42188,433,Jeddeh,3,7,61.8571428571429,1
M,61,2010,94,Jeddeh,0,4,23.5,1
M,50,45000,300,Jeddeh,4,7,42.8571428571429,1
M,61,3000,63,Tabuk,0,3,21,1
M,67,1400,155,Madinah Almonwarah,0,4,38.75,1
M,100,17085.83,137,Dammam,0,1,137,1
M,80,27568.33,329,Sayhat,1,4,82.25,1
M,86,18439.17,260,Riyadh,1,2,130,1
M,57,23800,301,Riyadh,3,5,60.2,1
M,65,3000,73,Khamais Moshait,0,1,73,1
M,63,45000,406,Dhahran,3,9,45.1111111111111,1
M,55,8000,393,Dammam,1,5,78.6,1
M,66,24408,416,Arar,2,5,83.2,1
M,65,11944.34,520,Dammam,2,5,104,1
M,84,6207,303,Alahsa,2,3,101,1
M,64,3000,90,Dammam,0,4,22.5,1
M,61,5870,270,Taif,6,4,67.5,1
M,65,9977.5,329,Jeddeh,3,6,54.8333333333333,1
M,54,28750,321,Riyadh,3,5,64.2,1
M,77,13585,425,Abha,2,4,106.25,1
M,49,16998,310,Aljoubail,3,4,77.5,1
M,64,10300,301,Alqateef,1,7,43,1
M,67,16250,302,Jeddeh,3,5,60.4,1
M,66,8580,314,Riyadh,2,5,62.8,1
F,56,16718,120,Riyadh,0,4,30,1
M,76,1470,118,Riyadh,2,3,39.3333333333333,1
M,62,4000,105,Riyadh,0,4,26.25,1
M,66,2500,77,Makkah,0,3,25.6666666666667,1
M,64,2000,62,Jeddeh,0,2,31,1
M,83,5435,272,Riyadh,2,4,68,1
M,51,3475,306,Makkah,3,5,61.2,1
M,86,15400,267,Dammam,3,4,66.75,1
M,73,3300,67,Riyadh,0,2,33.5,1
M,76,29900,307,Khobar,3,1,307,1
M,53,2300,337,Riyadh,2,8,42.125,1
M,71,35855,229,Khobar,0,1,229,1
M,61,43750,415,Jeddeh,6,3,138.333333333333,1
M,73,1500,408,Alahsa,2,6,68,1
M,62,6535,265,Riyadh,3,3,88.3333333333333,1
M,52,16300,300,Jeddeh,3,3,100,1
M,73,7173,366,Dammam,1,5,73.2,1
M,69,17387,320,Srat Abeedah,3,2,160,1
M,52,27095,311,Riyadh,3,3,103.666666666667,1
M,66,25305,341,Riyadh,1,2,170.5,1
M,62,58593,400,Riyadh,3,4,100,1
M,51,3070,307,Jeddeh,3,5,61.4,1
M,52,1500,66,Makkah,0,2,33,1
M,88,28338.12,216,Dammam,1,1,216,1
M,68,7200,300,Madinah Almonwarah,3,6,50,1
M,60,41262.5,390,Jeddeh,3,6,65,1
M,67,18048.33,292,Alahsa,3,1,292,1
M,50,16442.5,340,Dammam,3,6,56.6666666666667,1
M,63,3250,85,Riyadh,0,6,14.1666666666667,1
M,65,1500,64,Hail,0,6,10.6666666666667,1
M,77,19465.83,377,Riyadh,2,4,94.25,1
F,69,1650,66,Tabuk,0,2,33,1
M,68,14303.33,408,Dammam,3,2,204,1
M,47,12400,301,Jeddeh,3,4,75.25,1
M,61,4835,120,Riyadh,0,1,120,1
M,66,2000,166,Beshah,0,12,13.8333333333333,1
M,89,13988.33,236,Dhahran,2,1,236,1
M,90,14105,226,Albadae ,1,1,226,1
M,92,16065,158,Sayhat,3,1,158,1
M,55,17800,300,Madinah Almonwarah,4,6,50,1
M,63,3000,124,Madinah Almonwarah,0,1,124,1
M,52,20875,329,Jeddeh,3,3,109.666666666667,1
M,63,39412.51,411,Dhahran,3,5,82.2,1
M,55,12910.32,337,Hail,3,6,56.1666666666667,1
M,65,3200,403,Alqateef,4,7,57.5714285714286,1
M,62,4000,90,Jeddeh,0,3,30,1
M,56,9432,343,Riyadh,3,14,24.5,1
M,68,14355,403,Riyadh,3,13,31,1
M,65,6063,436,Tabuk,13,11,39.6363636363636,1
F,65,9605,92,Dhahran,0,1,92,1
M,52,42726,300,Aljoubail,3,2,150,1
M,72,24856.25,434,Riyadh,3,5,86.8,1
M,70,18750,378,Yanba a Alsyenayeah,2,9,42,1
M,70,7375,382,Khobar,1,7,54.5714285714286,1
F,62,4375,149,Tabuk,0,1,149,1
M,67,1938,307,Dammam,3,7,43.8571428571429,1
M,63,10103.33,306,Theba,4,4,76.5,1
M,70,29405,318,Riyadh,3,1,318,1
M,54,15552.7,346,Dammam,3,6,57.6666666666667,1
M,55,42200,300,Aljoubail,6,4,75,1
M,65,20181.25,408,Tabuk,4,5,81.6,1
M,47,10300,301,Madinah Almonwarah,6,5,60.2,1
M,74,33010.84,411,Dhahran,3,3,137,1
M,77,1500,60,Alahsa,2,2,30,1
M,65,1500,179,Dammam,3,12,14.9166666666667,1
M,72,45000,422,Khobar,3,8,52.75,1
M,75,10078.8,355,Dammam,2,5,71,1
M,62,3000,72,Jeddeh,0,1,72,1
M,60,15075,440,Tabuk,3,4,110,1
M,62,2100,132,Riyadh,0,1,132,1
M,70,6582,230,Alahsa,3,6,38.3333333333333,1
M,67,3783.33,105,Madinah Almonwarah,0,2,52.5,1
M,53,25377.5,300,Riyadh,3,3,100,1
M,72,28088,328,Dammam,2,8,41,1
M,65,15133.2,365,Dammam,3,6,60.8333333333333,1
M,58,4280,126,Riyadh,0,2,63,1
M,62,7778.75,429,Makkah,3,4,107.25,1
M,70,26547.5,424,Dammam,3,3,141.333333333333,1
M,53,15328.75,327,Riyadh,0,5,65.4,1
M,51,31700,300,Aloqaiq,5,6,50,1
M,63,1500,298,Riyadh,2,6,49.6666666666667,1
M,67,21192.5,396,Khobar,3,4,99,1
M,53,17323.75,318,Alahsa,3,3,106,1
M,63,9421.25,345,Tabarjal,10,6,57.5,1
M,48,6250,77,Jeddeh,0,5,15.4,1
M,78,3000,111,Dammam,0,6,18.5,1
M,56,16278.87,385,Jeddeh,0,5,77,1
M,85,17523.33,217,Taif,1,1,217,1
M,66,13749.17,296,Riyadh,3,8,37,1
M,96,9875,155,Alahsa,0,1,155,1
M,67,12841.2,355,Dammam,3,7,50.7142857142857,1
M,91,5435,325,Dammam,3,6,54.1666666666667,1
M,57,34137.5,325,Dammam,4,4,81.25,1
M,48,25286.61,326,Jeddeh,3,5,65.2,1
M,68,18556,475,Tabuk,3,11,43.1818181818182,1
M,67,4235,293,Hail,3,6,48.8333333333333,1
M,57,8580,441,Riyadh,3,3,147,1
M,56,15328.75,312,Makkah,3,4,78,1
M,81,26125,307,Dammam,1,3,102.333333333333,1
M,45,18475,303,Riyadh,3,4,75.75,1
M,87,24180,261,Alahsa,2,1,261,1
M,72,37665.83,415,Alahsa,2,2,207.5,1
M,48,15062.5,312,Jeddeh,3,2,156,1
M,49,23800,302,Jeddeh,0,5,60.4,1
M,85,6125,226,Khobar,1,4,56.5,1
M,86,13136.67,272,Alahsa,1,1,272,1
M,52,24972.5,364,Alahsa,3,4,91,1
M,61,34426.88,397,Riyadh,3,13,30.5384615384615,1
M,64,3000,97,Riyadh,0,4,24.25,1
F,62,3630,152,Riyadh,0,2,76,1
M,62,2000,101,Alahsa,0,6,16.8333333333333,1
M,56,7862.5,350,Jeddeh,3,2,175,1
M,82,3630,267,Almoayeh,3,9,29.6666666666667,1
M,60,12341,367,Dammam,3,7,52.4285714285714,1
M,52,16300,300,Buraydah,3,4,75,1
M,54,18633.75,370,Alahsa,3,4,92.5,1
M,61,34900,300,Jeddeh,3,10,30,1
M,63,1500,57,Jeddeh,0,2,28.5,1
M,41,15900,247,Yanba a,3,4,61.75,1
M,62,3000,144,Kharj,0,8,18,1
M,67,8580,486,Riyadh,3,4,121.5,1
M,68,3000,134,Makkah,0,2,67,1
M,83,4895,286,Makkah,2,5,57.2,1
M,71,16601.67,320,Alahsa,3,4,80,1
M,53,45000,327,Riyadh,3,6,54.5,1
M,52,25499.25,324,Riyadh,3,6,54,1
M,55,34900,300,Taif,6,5,60,1
M,66,45000,342,Buraydah,3,10,34.2,1
M,64,10980.75,484,Jeddeh,4,4,121,1
M,54,23800,300,Riyadh,3,7,42.8571428571429,1
M,65,3300,330,Riyadh,3,7,47.1428571428571,1
M,52,15286.65,323,Alahsa,3,5,64.6,1
M,63,14375,463,Tabuk,5,8,57.875,1
M,79,7280,255,Tabuk,4,1,255,1
M,51,18281,326,Jeddeh,6,5,65.2,1
M,67,22948.33,341,Khamais Moshait,3,3,113.666666666667,1
M,85,5050,392,Alahsa,3,5,78.4,1
M,87,7270.8,149,Alahsa,2,4,37.25,1
M,61,3000,316,Makkah,2,8,39.5,1
M,71,1500,68,Makkah,0,6,11.3333333333333,1
M,52,25461.54,354,Taif,6,7,50.5714285714286,1
M,53,15073.75,365,Alahsa,3,4,91.25,1
M,66,13469,409,Tabuk,7,8,51.125,1
M,52,11402.43,307,Alahsa,5,4,76.75,1
M,66,4831,72,Jeddeh,0,3,24,1
M,52,14247.5,329,Dammam,3,4,82.25,1
M,46,12834,300,Alahsa,2,6,50,1
M,90,12495.24,225,Alahsa,0,1,225,1
M,83,14420,303,Alahsa,2,1,303,1
M,62,3125,143,Hail,0,3,47.6666666666667,1
M,86,186005,270,Dhahran,1,1,270,1
M,49,6874.67,300,Tabuk,3,5,60,1
M,58,33718.75,385,Jeddeh,2,4,96.25,1
M,61,10000,119,Jeddeh,3,5,23.8,1
M,55,31700,300,Sayhat,3,4,75,1
F,67,3000,105,Riyadh,0,1,105,1
M,64,5150,467,Jeddeh,2,5,93.4,1
M,90,14245,225,Alahsa,2,1,225,1
M,61,42871,302,Riyadh,3,5,60.4,1
M,88,12225,352,Alahsa,2,4,88,1
M,59,9075,329,Makkah,3,5,65.8,1
M,68,3000,87,Hail,0,4,21.75,1
M,54,8376.25,303,Jeddeh,3,4,75.75,1
M,54,9993.75,318,Sayhat,3,3,106,1
M,50,42200,300,Dowadmi,10,5,60,1
M,48,12991.25,325,Riyadh,3,3,108.333333333333,1
M,65,1200,120,Makkah,0,2,60,1
M,55,21706.25,301,Taif,4,8,37.625,1
M,72,2000,60,Dammam,0,7,8.57142857142857,1
M,54,27650,327,Jeddeh,3,6,54.5,1
M,66,16356.67,318,Riyadh,3,5,63.6,1
M,65,3200,67,Makkah,0,4,16.75,1
M,69,3000,550,Jeddeh,2,3,183.333333333333,1
M,69,27960,302,Riyadh,3,3,100.666666666667,1
M,60,22884.17,373,Marat,3,3,124.333333333333,1
M,56,41766.25,334,Riyadh,3,6,55.6666666666667,1
M,81,7470.15,308,Alahsa,1,4,77,1
M,50,13719.6,310,Jeddeh,3,5,62,1
M,52,21051.25,413,Alahsa,3,3,137.666666666667,1
M,72,3000,142,Hafer Albaten,0,2,71,1
M,76,44695,389,Khobar,2,6,64.8333333333333,1
M,54,20090.33,326,Taif,14,5,65.2,1
M,36,5357,58,Hail,0,3,19.3333333333333,1
M,81,14000,336,Riyadh,3,3,112,1
M,77,13950,297,Dammam,1,4,74.25,1
M,79,10000,87,Riyadh,3,2,43.5,1
M,52,45000,300,Jeddeh,3,5,60,1
M,64,3500,180,Jeddeh,0,4,45,1
M,89,29200,246,Dammam,1,1,246,1
M,62,4700,222,Jeddeh,3,3,74,1
M,89,4375,0,Makkah,1,4,0,1
M,79,12775,282,Alahsa,2,4,70.5,1
M,71,5435,366,Dammam,2,5,73.2,1
M,88,11649.17,218,Alahsa,2,2,109,1
M,53,15375.85,324,Riyadh,6,6,54,1
M,60,4700,306,Makkah,1,7,43.7142857142857,1
M,97,11509.16,144,Dammam,2,1,144,1
M,90,18125.83,225,Abqeeq,2,1,225,1
M,53,21600,300,Jeddeh,4,5,60,1
M,91,16415,213,Alahsa,1,1,213,1
M,61,11548,302,Taif,3,3,100.666666666667,1
M,64,16105,310,Dammam,3,7,44.2857142857143,1
M,64,3850,86,Khobar,0,8,10.75,1
M,51,19600,300,Makkah,3,6,50,1
M,54,23528.36,311,Riyadh,3,5,62.2,1
M,66,22286.4,372,Dammam,3,8,46.5,1
M,68,3000,104,Khobar,0,6,17.3333333333333,1
M,62,8090,435,Tabuk,5,7,62.1428571428571,1
M,63,7253,454,Jeddeh,3,5,90.8,1
M,62,16000,372,Jeddeh,3,2,186,1
M,52,44553,306,Jeddeh,3,5,61.2,1
M,62,23696.75,379,Alahsa,3,2,189.5,1
M,45,19600,300,Madinah Almonwarah,3,6,50,1
M,73,3000,318,Dammam,3,3,106,1
M,75,18538.33,306,Makkah,1,1,306,1
M,77,4500,308,Dammam,1,7,44,1
M,66,22204.99,370,Dammam,3,2,185,1
M,78,3000,128,Tabah,0,4,32,1
M,81,24871,285,Dammam,6,5,57,1
M,62,45000,411,Riyadh,3,10,41.1,1
M,61,12000,310,Dammam,3,4,77.5,1
M,53,16696.63,319,Makkah,1,3,106.333333333333,1
M,50,22650.67,300,Riyadh,3,3,100,1
M,57,28413,358,Aljoubail,3,3,119.333333333333,1
M,52,24526,334,Dammam,4,3,111.333333333333,1
M,82,4059,303,Alahsa,5,3,101,1
F,58,15890,185,Alahsa,0,2,92.5,1
M,75,8330,285,Alahsa,2,5,57,1
M,83,24060,307,Abqeeq,1,1,307,1
M,93,22540,197,Alahsa,3,1,197,1
F,62,3375,104,Riyadh,0,1,104,1
M,81,4350,324,Tabuk,1,4,81,1
M,67,8621,89,Jeddeh,0,7,12.7142857142857,1
M,65,3000,65,Riyadh,0,3,21.6666666666667,1
F,66,3000,148,Jeddeh,0,4,37,1
M,61,10526.25,150,Jeddeh,3,4,37.5,1
M,62,5650.17,279,Riyadh,1,4,69.75,1
M,68,16743.75,443,Alahsa,2,8,55.375,1
F,62,3780,121,Madinah Almonwarah,0,3,40.3333333333333,1
M,52,3000,322,Dammam,3,6,53.6666666666667,1
M,56,15520.74,336,Makkah,3,6,56,1
M,63,32158.78,414,Alqateef,2,2,207,1
M,72,17648.56,356,Dhahran,3,12,29.6666666666667,1
M,52,41645,310,Aljoubail,3,6,51.6666666666667,1
M,62,25762.92,341,Tabuk,7,3,113.666666666667,1
M,78,7000,301,Tabuk,1,6,50.1666666666667,1
M,77,1166.67,61,Alahsa,0,3,20.3333333333333,1
M,56,13537.5,364,Madinah Almonwarah,3,9,40.4444444444444,1
M,80,4890,171,Alahsa,3,7,24.4285714285714,1
M,88,12576.67,245,Dammam,1,1,245,1
M,62,8305.11,327,Dammam,3,12,27.25,1
M,70,15387.5,326,Dhahran,2,3,108.666666666667,1
F,70,3000,177,Dammam,0,2,88.5,1
M,84,18258.33,227,Dhahran,1,1,227,1
F,54,7588,303,Riyadh,0,4,75.75,1
M,48,33750,318,Dammam,3,8,39.75,1
M,75,6295,396,Alahsa,3,4,99,1
M,62,8655,310,Alahsa,3,6,51.6666666666667,1
M,52,19134.99,324,Dammam,1,5,64.8,1
M,52,16922.33,337,Dammam,3,5,67.4,1
M,62,3000,105,Dammam,0,2,52.5,1
M,76,3000,104,Dammam,0,4,26,1
M,85,25020,270,Dammam,2,1,270,1
M,62,17803.75,420,Makkah,3,4,105,1
M,53,28388,336,Aljoubail,3,4,84,1
M,52,10542.5,329,Buraydah,7,3,109.666666666667,1
M,63,3000,172,Makkah,0,1,172,1
M,64,3000,63,Jeddeh,0,6,10.5,1
M,54,40025,301,Dhahran,3,2,150.5,1
M,66,23887.5,311,Alqateef,2,2,155.5,1
M,61,14218.17,487,Makkah,2,5,97.4,1
M,65,23800,302,Madinah Almonwarah,3,5,60.4,1
M,65,13591.67,351,Alahsa,3,2,175.5,1
M,62,21450,430,Alahsa,2,2,215,1
M,49,21815,323,Jeddeh,3,3,107.666666666667,1
M,65,1500,103,Makkah,0,2,51.5,1
M,62,3000,60,Tabuk,0,2,30,1
M,67,18139,378,Riyadh,3,4,94.5,1
M,62,27830.83,387,Dhahran,3,5,77.4,1
M,58,10366.25,472,Makkah,1,5,94.4,1
M,54,18658.58,351,Makkah,3,5,70.2,1
M,67,8600,300,Makkah,3,6,50,1
M,54,15000,326,Hail,3,7,46.5714285714286,1
M,38,4000,97,Taif,4,3,32.3333333333333,1
M,64,52475,409,Sayhat,2,2,204.5,1
M,61,3000,67,Jeddeh,0,8,8.375,1
M,61,13736.45,337,Riyadh,3,7,48.1428571428572,1
M,68,11893.75,450,Dammam,3,10,45,1
M,66,20000,332,Buraydah,5,8,41.5,1
M,53,29451,368,Yanba a Alsyenayeah,3,3,122.666666666667,1
M,53,18633.75,342,Taif,7,5,68.4,1
M,56,6330,307,Alwadiayen,3,3,102.333333333333,1
M,62,19862.5,412,Alahsa,3,2,206,1
M,59,9757.5,443,Makkah,3,12,36.9166666666667,1
M,62,41212.5,506,Dhahran,3,2,253,1
M,71,8580,446,Buraydah,2,3,148.666666666667,1
M,48,45000,300,Yanba a Alsyenayeah,3,4,75,1
M,56,30296.5,311,Riyadh,6,6,51.8333333333333,1
M,61,9560,471,Makkah,2,4,117.75,1
M,62,3000,147,Makkah,0,4,36.75,1
M,49,5000,204,Dammam,0,24,8.5,1
M,71,4258.33,307,Makkah,3,6,51.1666666666667,1
M,66,10791.67,310,Abqeeq,1,2,155,1
M,63,3000,63,Riyadh,0,2,31.5,1
M,63,4350,348,Tabuk,3,7,49.7142857142857,1
M,67,10873.33,209,Alqateef,3,3,69.6666666666667,1
M,60,9403,287,Jeddeh,0,4,71.75,1
M,84,31942.38,254,Alahsa,2,1,254,1
M,75,3519,106,Alqateef,3,4,26.5,1
M,53,3750,118,Makkah,0,10,11.8,1
M,69,6352,310,Dammam,3,8,38.75,1
M,67,22100,316,Dammam,2,1,316,1
M,65,9063,517,Dhahran,3,6,86.1666666666667,1
F,46,4000,76,Riyadh,0,4,19,1
M,85,4770,248,Sayhat,1,6,41.3333333333333,1
M,56,14783.78,372,Madinah Almonwarah,0,2,186,1
M,61,8779.25,280,Makkah,2,19,14.7368421052632,1
M,62,23648.75,417,Jeddeh,0,4,104.25,1
M,66,15528.33,345,Hail,3,4,86.25,1
M,64,19862.5,410,Dammam,3,4,102.5,1
M,53,18302.58,371,Riyadh,0,2,185.5,1
M,73,17663.33,339,Alahsa,1,2,169.5,1
M,66,4013,297,Madinah Almonwarah,3,5,59.4,1
M,62,3000,98,Riyadh,0,2,49,1
M,62,27843.75,419,Abqeeq,3,3,139.666666666667,1
M,64,1058,74,Dammam,0,4,18.5,1
M,58,30313.75,328,Jeddeh,3,4,82,1
M,55,45000,300,Dammam,3,5,60,1
M,53,24282.5,332,Riyadh,3,3,110.666666666667,1
M,75,26890,307,Dhahran,2,1,307,1
M,38,5063,149,Jeddeh,0,6,24.8333333333333,1
M,52,20625,305,Dhahran,5,3,101.666666666667,1
M,62,12786.9,123,Riyadh,3,6,20.5,1
M,51,25018.35,314,Madinah Almonwarah,4,6,52.3333333333333,1
M,62,13953.5,370,Dammam,2,5,74,1
M,52,63948,316,Aljoubail,5,2,158,1
M,72,3200,318,Dammam,3,7,45.4285714285714,1
M,65,14178.33,318,Sayhat,3,3,106,1
M,59,3000,364,Jeddeh,4,4,91,1
M,76,1500,91,Tabuk,0,2,45.5,1
M,55,21212.5,313,Makkah,3,4,78.25,1
M,61,3600,369,Buraydah,3,4,92.25,1
M,58,30268.75,409,Sayhat,1,2,204.5,1
M,87,18363.33,261,Dammam,0,1,261,1
M,63,13102.8,399,Safwa,1,8,49.875,1
M,78,15640,311,Dammam,2,2,155.5,1
M,71,8180,392,Dammam,2,5,78.4,1
M,64,7918,306,Dammam,3,7,43.7142857142857,1
M,84,21315,296,Dammam,1,1,296,1
M,61,4667,301,Riyadh,3,10,30.1,1
M,62,12384.17,346,Alahsa,3,2,173,1
